,Dates,AUDNZD,EURCHF,AUDJPY,AUDSGD,EURAUD,EURJPY,EURNZD,EURSGD,GBPAUD,GBPCAD,GBPCHF,GBPNZD,NZDCAD,NZDJPY,SGDJPY,NZDUSD,AUDUSD,USDCHF,USDJPY,GBPUSD,EURUSD,USDCAD,USDSGD
583,22.11.2018,W,L,W,W,L,L,W,L,W,L,L,L,W,W,W,W,W,D,W,L,L,L,L
584,23.11.2018,D,L,D,D,D,L,D,L,W,L,L,D,L,D,D,D,L,W,L,L,L,L,D
586,26.11.2018,L,L,L,D,L,L,L,D,W,L,W,L,W,L,D,L,L,W,W,W,W,W,L
587,27.11.2018,D,L,W,W,W,L,L,L,L,D,L,L,W,W,D,W,W,W,W,L,L,L,L
588,28.11.2018,D,W,L,W,L,D,D,D,L,L,L,W,L,D,D,W,W,W,D,W,W,L,W
589,29.11.2018,L,L,L,L,L,D,L,L,L,L,W,L,L,L,D,L,L,W,L,L,L,W,L
590,30.11.2018,L,W,L,W,L,W,L,W,L,L,W,L,D,L,D,W,L,L,L,L,L,W,W
592,03.12.2018,W,L,D,W,W,D,W,L,L,W,L,W,D,L,D,W,L,W,D,L,W,W,W
593,04.12.2018,W,D,W,W,W,L,L,L,W,W,L,L,W,L,D,L,W,L,L,W,W,W,D
594,05.12.2018,W,D,D,W,D,D,D,D,D,D,W,D,W,D,D,D,D,L,D,W,W,D,D
595,06.12.2018,D,D,L,W,D,L,W,W,L,L,W,L,L,W,D,L,W,L,L,L,W,L,D
596,07.12.2018,D,L,L,D,L,W,W,D,L,W,L,L,D,L,L,L,L,W,L,W,L,L,W
598,10.12.2018,W,W,L,D,W,W,W,W,L,W,L,L,W,L,D,L,W,L,D,L,L,W,D
599,11.12.2018,W,L,W,D,W,D,L,D,W,L,L,L,L,L,D,W,W,W,L,L,L,D,D
600,12.12.2018,L,L,D,L,W,D,L,L,L,W,W,L,W,D,D,W,L,D,D,W,W,L,W
619,03.01.2019,D,W,L,D,W,L,W,L,L,L,L,L,W,L,W,W,W,L,L,W,L,W,D
620,04.01.2019,W,D,W,D,L,L,D,L,L,W,L,L,W,L,W,W,W,D,L,D,D,W,D
622,07.01.2019,W,D,L,D,L,L,L,D,L,D,L,W,D,L,L,L,L,L,L,L,L,W,D
623,08.01.2019,L,L,L,W,W,D,D,L,L,W,L,W,L,D,L,D,D,L,W,D,L,D,L
624,09.01.2019,L,W,W,D,L,L,W,L,W,L,W,L,D,L,L,L,L,L,W,L,L,L,W
625,10.01.2019,L,W,W,D,L,L,W,W,L,W,L,W,W,W,D,D,W,L,L,L,W,L,D
626,11.01.2019,D,W,D,D,D,W,D,L,W,W,W,W,D,D,L,L,L,W,D,L,D,W,W
628,14.01.2019,D,D,D,D,L,L,L,L,L,L,W,L,L,D,D,W,D,L,D,L,L,D,W
629,15.01.2019,W,W,L,L,W,W,L,W,L,W,L,L,W,L,W,L,L,W,L,W,W,W,D
630,16.01.2019,D,W,W,L,W,L,D,D,W,D,W,D,W,D,D,W,D,W,L,L,D,D,L
631,17.01.2019,D,L,W,W,L,W,W,D,L,L,L,L,L,L,D,L,W,W,W,L,W,L,W
632,18.01.2019,D,D,L,D,W,W,D,D,L,L,W,L,D,D,D,D,W,D,L,W,D,L,W
634,21.01.2019,L,L,W,D,D,W,W,D,W,W,L,W,L,W,W,W,W,W,W,L,L,D,W
635,22.01.2019,W,D,L,D,L,D,W,W,W,L,W,L,W,D,D,D,L,W,D,W,L,L,D
636,23.01.2019,W,W,W,D,W,L,L,L,L,L,L,W,L,L,D,L,L,L,L,L,L,L,L
637,24.01.2019,D,L,L,L,W,D,L,L,W,W,W,L,L,L,D,L,L,W,W,L,D,L,D
638,25.01.2019,L,W,W,D,W,L,W,D,W,W,L,W,D,W,L,D,D,W,D,L,W,L,D
640,28.01.2019,W,D,W,D,W,L,L,D,L,W,W,W,W,L,L,L,W,L,L,W,D,D,D
641,29.01.2019,D,D,L,D,L,W,L,D,W,W,D,L,W,L,W,W,L,W,L,L,D,L,W
642,30.01.2019,D,L,L,D,W,L,L,L,W,L,L,L,W,W,D,D,W,W,D,W,L,D,W
643,31.01.2019,L,L,W,W,L,W,L,D,L,W,W,W,L,W,L,W,L,L,L,W,L,W,D
644,01.02.2019,D,D,L,D,W,W,W,D,W,L,D,W,D,W,W,W,W,D,W,W,D,L,D
646,04.02.2019,W,W,L,L,L,L,W,L,W,W,L,L,D,W,D,L,L,D,W,L,W,W,D
647,05.02.2019,L,D,L,D,L,W,L,D,D,L,L,D,D,L,L,L,L,W,L,W,W,D,D
648,06.02.2019,D,W,W,D,W,W,W,W,W,L,L,W,L,W,D,W,D,L,L,W,W,D,D
649,07.02.2019,L,W,W,D,D,L,L,D,W,L,L,L,L,W,D,W,D,W,D,L,D,L,D
650,08.02.2019,D,L,D,D,W,D,D,D,W,W,L,D,W,D,D,D,W,L,D,W,W,L,L
652,11.02.2019,L,D,W,D,L,D,L,W,L,W,D,L,D,W,D,D,L,W,W,L,L,L,L
653,12.02.2019,L,L,D,D,W,D,W,L,W,W,W,L,D,W,D,W,W,L,D,W,L,D,W
654,13.02.2019,W,D,W,L,W,L,D,L,W,W,L,D,D,D,W,D,L,L,L,W,L,W,D
655,14.02.2019,D,D,W,L,L,W,W,L,L,L,L,W,D,L,D,W,L,D,W,L,L,L,D
656,15.02.2019,D,D,D,L,L,D,L,D,L,W,L,L,L,D,D,L,D,W,D,W,D,D,D
658,18.02.2019,D,L,L,L,W,L,W,L,W,W,W,W,W,W,W,W,W,L,W,L,L,L,W
659,19.02.2019,L,D,W,D,L,W,D,D,W,L,W,W,D,W,D,L,L,W,W,L,W,W,W
660,20.02.2019,W,L,W,D,L,L,W,L,L,L,L,W,D,W,L,W,L,L,L,W,L,L,L
661,21.02.2019,L,D,L,L,W,L,W,D,W,L,W,W,W,W,L,W,L,L,L,W,D,L,L
662,22.02.2019,D,D,W,D,W,L,W,D,W,L,L,L,W,W,W,W,W,L,L,W,D,L,D
664,25.02.2019,D,W,L,D,L,L,L,D,D,D,D,D,D,L,D,D,L,D,L,D,D,W,D
665,26.02.2019,D,L,W,L,W,W,L,D,W,L,W,L,L,W,L,L,L,W,W,L,D,W,D
666,27.02.2019,L,W,W,W,W,L,W,D,W,W,L,W,W,W,D,W,W,D,W,L,L,L,W
667,28.02.2019,D,L,D,L,L,D,L,W,L,W,L,D,L,D,D,D,L,L,W,W,W,L,W
668,01.03.2019,D,L,L,D,W,L,L,L,W,W,L,L,D,L,L,D,D,D,L,W,D,D,W
670,04.03.2019,L,L,W,D,L,L,D,W,L,L,L,L,D,W,D,W,W,D,D,W,D,D,W
671,05.03.2019,L,D,L,D,L,W,W,L,W,W,D,W,D,W,D,W,W,D,L,D,D,D,D
672,06.03.2019,D,L,L,D,L,W,L,L,L,L,L,L,D,L,W,D,L,W,W,W,W,L,W
673,07.03.2019,W,D,L,W,W,W,W,L,L,W,W,L,L,W,W,L,L,L,W,L,L,L,L
674,08.03.2019,D,D,L,W,L,L,W,D,L,L,L,W,W,W,D,D,W,L,L,L,D,L,D
676,11.03.2019,W,D,W,D,L,D,W,W,W,W,W,W,W,D,W,W,W,L,W,W,D,D,D
677,12.03.2019,L,D,D,D,D,L,D,D,D,L,L,D,D,D,D,L,D,W,L,L,D,W,W
678,13.03.2019,D,W,L,D,D,D,W,D,L,L,D,L,W,L,D,W,L,D,D,D,L,L,D
679,14.03.2019,D,L,D,D,L,W,L,D,W,W,W,W,L,D,D,D,L,L,L,L,L,W,L
680,15.03.2019,D,D,W,D,W,D,W,D,L,L,L,L,D,W,D,W,W,W,W,L,W,W,D
682,18.03.2019,L,D,L,D,L,L,W,D,L,L,L,L,L,L,D,W,D,W,W,L,D,L,D
683,19.03.2019,L,W,W,L,W,W,D,D,W,L,W,W,W,D,D,L,W,L,L,L,D,L,W
684,20.03.2019,D,W,L,D,D,W,D,L,D,L,L,D,D,D,W,L,L,L,W,W,L,L,L
685,21.03.2019,D,W,L,D,L,W,W,W,D,W,D,D,W,L,W,L,W,L,L,L,W,W,D
686,22.03.2019,D,L,W,D,W,W,L,D,L,L,L,L,W,L,L,D,L,L,W,L,L,L,L
688,25.03.2019,L,L,D,W,W,D,W,D,W,W,L,L,D,W,D,D,W,L,D,L,L,W,D
689,26.03.2019,W,W,D,D,D,L,L,L,L,W,W,W,W,L,D,L,L,W,L,L,D,L,W
690,27.03.2019,D,D,W,D,L,W,W,D,L,L,L,L,L,W,W,W,L,W,W,W,D,W,D
691,28.03.2019,L,L,D,D,W,D,L,D,L,W,W,W,D,D,W,L,D,W,W,W,D,L,D
692,29.03.2019,D,L,W,D,L,W,W,D,W,L,L,L,W,W,W,W,D,L,W,L,D,W,D
694,01.04.2019,W,L,L,L,W,L,D,D,W,L,D,W,W,D,D,D,W,L,D,D,D,D,D
695,02.04.2019,W,D,L,D,L,L,L,L,L,L,W,L,D,L,L,L,L,W,L,W,L,L,L
696,03.04.2019,W,D,W,D,L,L,W,D,L,L,W,L,L,L,D,L,D,W,L,L,D,W,D
697,04.04.2019,W,D,W,D,W,D,L,L,W,L,L,L,W,W,D,W,L,D,W,L,D,W,D
698,05.04.2019,W,L,W,L,D,W,D,D,W,L,L,L,W,W,L,L,L,D,L,L,D,L,D
700,08.04.2019,W,W,L,D,L,L,L,D,W,L,W,W,D,W,W,W,W,L,W,L,D,W,D
701,09.04.2019,L,W,L,L,W,L,L,W,L,W,D,D,D,L,D,W,L,W,L,D,L,W,D
702,10.04.2019,W,D,L,L,D,L,L,D,D,D,W,D,D,D,L,L,L,L,L,W,D,L,L
703,11.04.2019,L,L,L,D,L,D,L,D,W,L,L,W,L,W,W,L,L,L,W,L,D,L,L
704,12.04.2019,D,D,L,D,D,W,L,D,D,D,D,L,L,D,D,D,D,L,D,D,D,W,D
706,15.04.2019,W,W,L,D,L,L,L,D,W,W,W,L,D,L,D,L,W,W,L,L,D,D,D
707,16.04.2019,D,D,W,D,W,L,D,D,W,L,W,D,D,D,D,D,L,W,L,L,D,W,L
708,17.04.2019,W,L,L,D,L,L,L,W,L,L,L,D,L,W,L,W,L,W,L,L,L,D,L
709,18.04.2019,D,D,D,D,D,D,D,D,D,W,L,W,D,D,D,D,D,L,D,D,D,D,D
710,19.04.2019,D,D,W,D,D,W,D,W,D,L,D,D,D,D,D,D,L,D,D,D,D,L,D
712,22.04.2019,D,W,W,W,W,L,W,L,W,L,D,D,D,W,D,W,W,D,L,L,L,L,D
713,23.04.2019,W,L,D,D,D,W,W,W,D,D,L,D,L,W,W,W,D,L,W,W,D,D,W
714,24.04.2019,W,W,W,D,W,W,L,D,W,L,W,L,L,W,W,L,W,W,L,L,W,D,W
715,25.04.2019,D,L,L,D,W,W,W,D,W,L,L,D,W,L,L,D,D,W,L,L,L,L,L
716,26.04.2019,D,D,D,D,D,D,W,D,L,W,D,W,D,D,D,D,D,L,D,W,D,L,D
718,29.04.2019,D,W,W,D,L,L,L,W,W,D,W,L,L,L,L,W,L,L,L,W,W,L,D
719,30.04.2019,D,L,L,D,W,W,D,D,D,W,W,D,L,D,D,D,D,W,W,D,W,L,D
720,01.05.2019,D,L,W,D,W,D,L,D,L,W,D,W,D,D,D,D,D,L,D,W,D,W,D
721,02.05.2019,D,D,W,W,L,W,W,D,L,L,W,L,D,W,D,L,L,W,W,W,W,L,L
722,03.05.2019,D,D,L,D,W,L,W,D,W,L,L,W,L,L,W,D,L,L,W,L,D,L,D
724,06.05.2019,W,W,W,W,W,W,W,D,L,W,L,L,D,W,W,W,W,W,L,L,L,W,D
725,07.05.2019,D,L,W,D,L,W,D,D,W,W,W,L,W,W,D,W,D,L,W,W,D,L,D
726,08.05.2019,D,L,W,L,W,W,L,D,L,L,W,L,D,W,W,L,W,L,D,L,W,W,W
727,09.05.2019,D,D,L,D,W,L,W,D,L,W,W,W,L,L,L,W,W,W,L,W,D,L,D
728,10.05.2019,W,D,L,D,D,L,D,D,D,L,W,D,D,L,D,L,L,W,W,W,W,L,D
730,13.05.2019,D,L,L,D,W,L,L,L,L,L,L,D,D,L,L,D,D,L,L,W,D,D,D
731,14.05.2019,D,L,L,D,D,W,D,D,W,L,W,W,W,L,L,L,D,L,L,L,D,L,D
732,15.05.2019,W,D,W,D,D,W,L,D,W,W,W,W,W,W,D,W,W,W,L,W,D,W,D
733,16.05.2019,D,D,L,W,D,L,W,D,L,W,W,L,W,W,W,D,D,W,W,W,D,W,W
734,17.05.2019,D,W,W,D,W,W,W,D,W,W,L,W,D,W,D,L,W,L,W,L,D,D,D
736,20.05.2019,D,L,L,D,L,L,W,D,L,W,W,L,W,L,W,L,W,L,L,W,D,W,L
737,21.05.2019,D,L,L,D,W,L,D,D,W,W,W,W,D,W,L,D,D,L,L,W,D,W,W
738,22.05.2019,D,W,D,D,W,W,W,W,W,W,D,W,W,W,D,L,L,W,W,W,W,W,D
739,23.05.2019,W,W,L,D,W,L,L,D,L,W,L,L,W,L,L,W,W,W,L,L,D,L,W
740,24.05.2019,D,D,D,D,L,D,D,D,W,W,W,W,D,D,D,D,D,D,D,W,D,D,D
742,27.05.2019,D,W,L,D,L,L,W,L,W,L,W,W,L,D,L,D,D,W,L,L,D,W,D
743,28.05.2019,W,L,W,D,L,W,L,D,L,W,L,L,L,W,W,W,D,D,W,W,W,W,W
744,29.05.2019,D,L,W,D,W,L,L,W,W,W,L,L,W,L,W,W,D,W,W,W,D,L,D
745,30.05.2019,D,W,W,D,W,L,L,L,L,L,W,W,D,L,D,L,L,D,D,L,L,L,W
746,31.05.2019,W,L,L,D,L,L,W,L,L,L,W,W,W,D,D,D,W,D,W,W,W,L,D
748,03.06.2019,L,D,L,L,L,W,W,D,L,W,L,L,D,W,L,L,W,W,W,W,D,W,L
749,04.06.2019,D,W,W,L,L,W,W,W,W,W,W,L,D,D,W,W,L,W,L,W,D,W,W
750,05.06.2019,D,W,D,D,W,L,W,L,L,L,L,L,L,D,W,D,L,L,D,L,L,L,L
751,06.06.2019,L,W,W,W,W,W,L,W,L,L,L,L,D,W,L,W,W,L,L,W,W,W,L
752,07.06.2019,D,D,D,D,D,L,D,W,D,L,W,D,W,D,D,L,D,L,W,L,L,D,D
754,10.06.2019,W,L,L,D,W,L,D,D,W,W,L,W,D,W,L,W,D,W,L,L,D,W,L
755,11.06.2019,L,W,L,D,D,L,W,D,D,W,L,D,D,W,L,D,L,L,L,W,L,W,L
756,12.06.2019,W,W,W,D,W,W,L,D,W,L,L,L,L,W,D,W,W,L,W,W,D,D,D
757,13.06.2019,D,L,W,D,D,W,D,W,W,W,W,D,D,D,D,D,W,L,W,W,W,D,L
758,14.06.2019,L,L,W,D,L,D,L,L,L,L,L,L,D,D,D,L,W,W,D,L,L,D,D
760,17.06.2019,W,L,W,D,W,L,W,L,L,W,W,W,W,W,L,L,W,L,L,W,L,L,W
761,18.06.2019,D,W,L,L,L,W,L,D,L,W,L,L,L,D,D,D,L,L,W,W,L,W,W
762,19.06.2019,D,W,W,D,W,W,L,D,W,L,L,L,W,D,W,D,D,D,W,D,D,D,W
763,20.06.2019,L,L,L,D,L,L,W,D,W,L,L,W,W,D,L,W,D,L,W,L,W,W,L
764,21.06.2019,D,L,D,D,L,D,W,D,L,L,L,L,W,D,D,W,D,L,L,W,D,L,D
766,24.06.2019,L,L,L,D,L,L,D,L,L,W,W,W,D,W,L,D,W,W,L,W,L,W,D
767,25.06.2019,L,W,L,D,W,L,L,D,L,W,L,L,W,W,D,W,W,W,L,W,D,W,D
768,26.06.2019,D,W,W,D,W,W,L,D,W,L,W,L,D,W,W,W,D,W,W,L,D,W,D
769,27.06.2019,D,L,L,D,L,W,L,D,L,L,W,L,D,L,D,W,D,W,W,L,D,W,D
770,28.06.2019,W,D,L,W,D,L,L,W,L,W,W,L,D,L,L,L,L,D,W,L,W,D,D
772,01.07.2019,L,W,L,D,L,W,W,D,L,W,L,W,W,W,W,D,L,L,L,W,L,L,D
773,02.07.2019,D,D,W,D,W,W,L,D,W,W,D,W,L,L,D,D,W,W,W,W,D,W,D
774,03.07.2019,D,D,W,D,L,D,L,D,W,L,D,D,L,L,D,L,D,L,D,D,D,D,D
775,04.07.2019,D,L,D,W,L,W,W,L,W,L,L,W,W,W,W,W,W,D,W,L,L,D,L
776,05.07.2019,D,W,L,W,L,W,L,D,L,W,L,L,D,D,W,D,D,W,W,W,D,W,D
778,08.07.2019,W,L,L,W,D,W,L,D,W,L,L,W,D,D,D,W,W,D,W,W,D,D,L
779,09.07.2019,D,D,L,L,W,W,W,D,W,L,W,L,L,W,D,L,L,W,L,L,L,L,L
780,10.07.2019,D,D,W,D,L,L,W,D,L,W,W,W,W,L,D,D,D,D,D,D,D,D,D
781,11.07.2019,D,L,W,D,W,L,W,D,W,L,L,W,D,D,L,D,W,L,L,D,D,D,L
782,12.07.2019,L,W,W,D,L,L,W,D,W,L,W,W,D,D,L,D,W,W,L,L,D,D,L
784,15.07.2019,W,W,L,D,L,L,W,W,L,W,W,W,L,W,D,L,L,W,W,W,W,L,L
785,16.07.2019,W,L,W,D,L,D,W,L,L,W,W,W,L,D,L,D,D,W,L,W,D,L,W
786,17.07.2019,L,L,W,W,W,W,L,D,L,L,L,L,W,L,D,D,L,L,W,W,D,L,L
787,18.07.2019,L,W,W,D,W,L,W,D,L,L,L,W,W,W,D,L,L,L,D,L,D,L,L
788,19.07.2019,D,D,D,D,L,D,W,D,W,W,W,W,D,W,D,L,D,W,D,W,D,W,D
790,22.07.2019,D,W,W,D,L,L,D,L,L,L,W,D,D,L,D,D,W,D,W,W,D,D,D
791,23.07.2019,L,D,D,D,D,W,L,W,D,L,W,W,D,W,D,L,D,W,L,L,D,D,L
792,24.07.2019,L,L,W,W,W,W,L,L,L,L,W,W,W,W,L,L,W,L,L,L,W,W,L
793,25.07.2019,D,D,L,W,W,L,D,D,D,W,L,W,D,W,D,D,W,W,W,W,L,W,W
794,26.07.2019,L,L,L,D,W,L,W,D,L,D,W,W,W,L,D,D,D,L,W,W,D,D,D
796,29.07.2019,D,W,L,W,W,L,W,D,W,W,W,W,W,L,L,L,W,W,L,W,D,D,D
797,30.07.2019,L,W,L,W,L,W,W,L,W,L,L,D,D,W,D,W,L,W,D,L,L,W,L
798,31.07.2019,D,W,W,W,W,L,L,W,L,L,W,L,D,L,W,W,L,W,W,L,W,W,L
799,01.08.2019,D,D,W,W,L,W,W,W,W,W,W,L,L,W,W,W,W,W,W,W,W,W,L
800,02.08.2019,L,D,W,D,D,W,D,D,W,L,D,W,D,W,W,W,W,D,W,W,D,L,L
802,05.08.2019,L,D,L,L,L,W,L,L,W,W,L,L,D,D,L,L,D,L,L,D,L,W,L
803,06.08.2019,W,W,L,L,W,D,L,D,L,W,L,W,W,L,L,W,L,W,D,W,L,W,L
804,07.08.2019,W,L,W,W,W,W,L,W,L,L,L,L,L,L,W,L,L,W,W,W,L,L,D
805,08.08.2019,D,D,L,D,L,W,L,D,L,D,W,L,L,L,W,W,D,W,W,W,D,L,W
806,09.08.2019,W,D,W,W,W,W,W,W,W,L,L,W,D,W,W,W,W,L,W,L,L,D,W
808,12.08.2019,D,W,L,L,L,W,L,W,L,W,L,L,L,L,L,L,D,L,L,L,L,L,L
809,13.08.2019,L,L,D,L,L,D,L,D,L,L,L,L,W,L,D,W,L,L,D,L,W,L,L
810,14.08.2019,D,D,L,D,L,L,L,W,W,W,L,L,D,L,L,L,D,L,L,L,W,D,D
811,15.08.2019,D,D,W,L,W,L,L,W,L,D,D,D,W,L,W,L,D,D,W,D,W,W,W
812,16.08.2019,D,W,W,D,W,D,D,L,W,W,W,W,D,D,W,W,D,D,D,W,D,L,D
814,19.08.2019,W,L,L,D,L,L,L,D,W,L,L,L,D,L,L,L,L,L,L,W,D,D,D
815,20.08.2019,D,D,L,D,L,D,W,D,L,L,L,L,D,L,D,L,W,D,D,L,D,W,W
816,21.08.2019,W,W,L,D,L,L,W,D,L,L,W,D,W,L,L,W,L,W,L,L,D,L,L
817,22.08.2019,L,L,L,L,W,L,L,W,L,L,L,L,D,W,W,D,L,W,L,L,L,W,W
818,23.08.2019,L,L,L,L,L,L,L,L,W,W,L,L,D,L,L,L,L,L,L,W,L,L,L
820,26.08.2019,W,W,L,D,L,L,D,D,L,W,W,D,D,L,L,L,L,W,L,L,D,L,D
821,27.08.2019,W,W,L,D,W,L,W,L,L,W,L,W,W,W,L,W,D,W,L,L,D,W,D
822,28.08.2019,D,L,L,D,W,L,W,W,W,W,W,W,W,W,W,W,L,W,L,W,W,L,D
823,29.08.2019,D,L,L,D,L,L,W,W,L,L,W,W,D,W,D,W,D,W,L,L,W,L,D
824,30.08.2019,L,W,L,D,W,L,L,D,W,L,W,L,D,L,D,L,D,W,D,L,W,W,D
826,02.09.2019,L,W,W,D,W,D,L,D,W,W,W,W,W,L,L,L,W,W,W,W,D,D,D
827,03.09.2019,D,L,W,D,W,L,L,D,L,W,L,W,L,W,L,W,D,L,L,W,W,L,D
828,04.09.2019,D,L,W,D,L,W,L,W,L,L,W,L,D,W,W,W,W,L,W,L,W,W,D
829,05.09.2019,L,W,W,L,W,W,W,W,L,L,W,L,D,W,D,W,W,W,W,L,D,L,W
830,06.09.2019,L,D,W,D,W,L,L,L,L,W,L,W,D,D,W,W,W,D,L,W,L,W,W
832,09.09.2019,L,L,W,D,L,W,L,D,W,W,W,L,L,W,D,D,D,L,W,W,D,W,D
833,10.09.2019,D,W,W,D,L,W,W,W,L,W,W,W,L,W,W,W,W,L,W,W,W,L,D
834,11.09.2019,D,L,W,L,W,W,W,W,W,L,W,W,D,D,W,D,D,L,W,W,L,D,D
835,12.09.2019,D,L,W,D,W,W,D,W,L,W,L,D,D,L,D,W,W,W,L,W,W,D,W
836,13.09.2019,W,L,D,D,L,W,L,L,W,L,W,L,L,D,L,L,D,L,D,L,L,W,L
838,16.09.2019,L,L,L,D,D,L,L,D,L,W,L,W,D,L,D,W,L,W,W,W,L,W,D
839,17.09.2019,D,W,L,D,D,L,W,L,W,L,L,W,D,L,D,L,L,W,L,L,L,W,L
840,18.09.2019,L,L,W,D,D,W,W,D,D,W,L,W,D,W,L,W,W,L,L,L,L,L,D
841,19.09.2019,D,W,W,W,W,W,D,L,W,W,L,D,W,W,D,W,W,W,W,W,L,L,D
842,20.09.2019,L,W,W,D,L,W,L,D,W,W,L,L,L,L,W,L,D,W,W,L,W,D,D
844,23.09.2019,L,W,L,W,W,L,W,D,L,L,L,L,W,D,D,W,W,L,L,L,D,L,L
845,24.09.2019,W,W,L,L,W,L,L,L,W,W,L,L,W,W,L,L,L,D,L,L,L,L,D
846,25.09.2019,L,L,L,L,W,W,W,D,W,L,L,W,L,L,L,L,L,W,D,W,D,D,W
847,26.09.2019,D,D,W,D,W,W,L,W,L,W,L,W,D,L,L,W,L,W,W,L,L,W,D
848,27.09.2019,W,L,L,D,L,L,W,L,L,L,L,L,D,W,D,W,D,D,L,L,L,L,D
850,30.09.2019,L,W,L,D,L,L,D,L,W,W,W,W,W,L,L,W,L,W,W,L,L,W,D
851,01.10.2019,W,L,W,W,L,L,L,W,W,W,L,L,L,L,W,W,W,L,L,W,W,L,D
852,02.10.2019,D,W,L,L,L,W,L,L,W,L,W,L,W,L,L,W,W,W,W,W,W,D,D
853,03.10.2019,L,L,W,D,W,L,W,D,W,W,L,W,W,D,W,W,W,W,W,W,D,L,W
854,04.10.2019,D,W,L,L,L,D,W,W,L,W,L,W,L,L,L,L,L,L,D,W,D,W,D
856,07.10.2019,W,W,W,D,L,L,L,W,L,W,L,L,D,W,L,L,L,W,W,W,D,L,L
857,08.10.2019,D,L,L,D,W,L,W,D,W,L,L,W,D,D,L,W,L,L,L,W,L,L,L
858,09.10.2019,D,W,W,D,L,W,L,L,W,L,L,W,D,W,W,L,L,D,W,D,D,L,D
859,10.10.2019,W,W,W,W,W,W,L,L,W,W,W,W,L,W,D,D,W,W,W,W,W,W,D
860,11.10.2019,D,L,L,W,L,L,W,L,L,W,L,L,D,L,W,L,L,W,L,L,D,L,D
862,14.10.2019,W,L,W,W,W,L,L,L,W,L,L,L,W,L,L,L,W,L,L,L,W,L,L
863,15.10.2019,L,L,L,L,D,L,W,D,W,L,W,W,D,L,L,W,W,L,L,L,W,L,D
864,16.10.2019,W,W,L,W,L,W,W,D,L,L,W,L,L,L,L,L,W,W,L,L,W,W,W
865,17.10.2019,W,L,W,D,W,W,W,W,W,W,L,D,D,W,D,D,D,L,W,W,W,D,D
866,18.10.2019,D,W,W,D,L,W,D,L,L,W,L,W,D,W,L,D,W,D,L,W,D,W,D
868,21.10.2019,W,D,W,D,W,L,W,D,L,L,W,W,D,D,D,D,D,D,L,L,D,L,D
869,22.10.2019,W,D,W,D,L,W,L,D,W,L,W,L,D,W,D,L,D,W,W,W,D,D,D
870,23.10.2019,D,D,L,W,D,W,D,W,L,L,W,W,L,L,D,L,W,W,L,L,W,D,D
871,24.10.2019,D,D,L,D,W,L,D,W,W,L,L,W,W,W,D,W,D,W,L,W,W,D,D
872,25.10.2019,W,D,W,D,L,L,W,D,L,D,D,W,D,L,D,D,L,W,W,L,D,D,D
874,28.10.2019,W,D,D,D,W,L,L,D,L,L,W,L,L,W,D,W,D,L,L,L,D,L,D
875,29.10.2019,D,L,L,W,W,D,L,D,L,W,L,L,W,D,D,D,D,W,D,W,D,W,D
876,30.10.2019,D,W,W,D,W,L,W,W,W,D,L,L,D,L,L,D,W,W,W,D,D,D,D
877,31.10.2019,W,L,L,D,L,L,L,W,W,L,W,L,W,L,L,W,L,L,L,W,D,W,D
878,01.11.2019,W,D,W,L,W,W,W,D,W,W,D,W,L,W,D,W,L,D,W,W,L,D,D
880,04.11.2019,W,D,D,D,L,D,W,W,W,W,D,L,W,L,D,L,L,D,D,L,W,L,L
881,05.11.2019,D,L,L,D,L,L,L,L,W,D,W,W,L,L,L,L,L,D,L,L,D,W,W
882,06.11.2019,L,L,L,D,L,L,W,W,W,L,W,L,L,L,L,L,W,L,L,L,D,D,L
883,07.11.2019,D,D,L,L,L,L,L,D,L,D,L,L,L,L,L,W,L,W,W,W,W,L,D
884,08.11.2019,W,W,W,D,W,W,L,D,W,D,L,L,D,L,D,L,D,L,W,L,D,D,D
